,,,,,,,,,
Exam 1,Question 122,"Based on the results of his research on learning, ____________ concluded that deriving a solution to a problem can be the result of insight, which involves mentally restructuring the elements of the problem in order to see it in a new way.",B. Wolfgang Kohler,"EPPP-P2-LEA-Memory and Forgetting-118 Answer B is correct. The results of Kohler's research with chimpanzees demonstrated that, at least in some situations, problem-solving is not the result of trial-and-error but, instead, sudden insight into the problem - i.e., on having an ""aha"" experience.",LEA,Memory and Forgetting,"The results of Kohler's research with chimpanzees demonstrated that, at least in some situations, problem-solving is not the result of trial-and-error but, instead, sudden insight into the problem - i.e., on having an ""aha"" experience.",118,"Wolfgang Kohler concluded that deriving a solution to a problem can be the result of insight, which involves mentally restructuring the elements of the problem in order to see it in a new way."
Exam 1,Question 123,"On the MMPI-2, which of the following is suggested by a combination of elevated scores on scales 1 (Hs) and 3 (Hy) and a low score on scale 2 (D)?",C. somatization of psychological problems,"EPPP-P2-PAS-MMPI-2-099 Answer C is correct. Elevated scores on scales 1 (Hs) and 3 (Hy) with a significantly lower score on scale 2 (D) on the MMPI-2 is referred to as the ""conversion V"" pattern. It's associated with somatization of psychological problems, poor insight into feelings and motivation, and a desire to appear rational and normal.",PAS,MMPI-2,"Elevated scores on scales 1 (Hs) and 3 (Hy) with a significantly lower score on scale 2 (D) on the MMPI-2 is referred to as the ""conversion V"" pattern. It's associated with somatization of psychological problems, poor insight into feelings and motivation, and a desire to appear rational and normal.",099,"Elevated scores on scales 1 (Hs) and 3 (Hy) with a significantly lower score on scale 2 (D) on the MMPI-2 is referred to as the ""conversion V"" pattern, which is associated with somatization of psychological problems, poor insight into feelings and motivation, and a desire to appear rational and normal."
Exam 1,Question 124,"In a normal distribution, a percentile rank of ____ is one standard deviation above the mean of the distribution.",C. 84,"EPPP-P2-TES-Test Score Interpretation-115 Answer C is correct. A percentile rank is a transformed score that indicates the percentage of scores that fall at or below a given score. In a normal distribution, when an examinee's percentile rank is 84, this means that his/her score is one standard deviation above the mean.",TES,Test Score Interpretation,"A percentile rank is a transformed score that indicates the percentage of scores that fall at or below a given score. In a normal distribution, when an examinee's percentile rank is 84, this means that his/her score is one standard deviation above the mean.",115,"In a normal distribution, a percentile rank of 84 indicates that an examinee's score is one standard deviation above the mean."
Exam 1,Question 125,"Tricyclic antidepressants are categorized as secondary and tertiary amines. With regard to neurotransmitters, which of the following is true about secondary and tertiary amines?","D. The secondary amines have a greater effect on norepinephrine than serotonin, while the tertiary amines have a similar effect on both neurotransmitters or greater effect on serotonin than norepinephrine.","EPPP-P2-PHY-Psychopharmacology - Antipsychotics and Antidepressants-208 Answer D is correct. The tertiary amines (e.g., amitriptyline, imipramine, clomipramine) exert their effects by inhibiting the reuptake of both serotonin and norepinephrine, with some having a greater effect on serotonin. In contrast, secondary amines (e.g., nortriptyline, desipramine) are more potent at inhibiting the reuptake of norepinephrine than serotonin.",PHY,Psychopharmacology - Antipsychotics and Antidepressants,"The tertiary amines (e.g., amitriptyline, imipramine, clomipramine) exert their effects by inhibiting the reuptake of both serotonin and norepinephrine, with some having a greater effect on serotonin. In contrast, secondary amines (e.g., nortriptyline, desipramine) are more potent at inhibiting the reuptake of norepinephrine than serotonin.",208,"The tertiary amines (e.g., amitriptyline, imipramine, clomipramine) exert their effects by inhibiting the reuptake of both serotonin and norepinephrine, with some having a greater effect on serotonin, while the secondary amines (e.g., nortriptyline, desipramine) are more potent at inhibiting the reuptake of norepinephrine than serotonin."
Exam 1,Question 126,A client whose symptoms meet the diagnostic criteria for dissociative amnesia is unable to recall any events that occurred for about six weeks after she was brutally raped two years ago. This type of dissociative amnesia is referred to in the DSM-5 as:,B. localized.,"EPPP-P2-PPA-Trauma/Stressor-Related, Dissociative, and Somatic Symptom Disorders-162 Answer B is correct. Dissociative amnesia is characterized by an inability to recall important autobiographical information that's often related to exposure to a stressful or traumatic event and is more severe than normal forgetting. As described in DSM-5, memory loss associated with this disorder can take several forms including localized amnesia. This type occurs when the person is unable to recall events that happened during a limited period of time (e.g., for several weeks after the person experienced a traumatic event).",PPA,"Trauma/Stressor-Related, Dissociative, and Somatic Symptom Disorders","Dissociative amnesia is characterized by an inability to recall important autobiographical information that's often related to exposure to a stressful or traumatic event and is more severe than normal forgetting. As described in DSM-5, memory loss associated with this disorder can take several forms including localized amnesia. This type occurs when the person is unable to recall events that happened during a limited period of time (e.g., for several weeks after the person experienced a traumatic event).",162,"Dissociative amnesia is characterized by an inability to recall important autobiographical information that's often related to exposure to a stressful or traumatic event, and the DSM-5 refers to the type of dissociative amnesia where the person is unable to recall events that happened during a limited period of time (e.g., for several weeks after the person experienced a traumatic event) as localized amnesia."
Exam 1,Question 127,"A 12-year-old boy stops teasing his younger sister because, whenever he does, his parents subtract 50 cents from his weekly allowance. This is an example of which of the following?",D. negative punishment.,"EPPP-P2-LEA-Operant Conditioning-052 Answer D is correct. Negative punishment occurs when a behavior decreases or stops because a stimulus is removed following the behavior. In the situation described in this question, the behavior is teasing and the stimulus is a loss of 50 cents, and the boy stopped teasing his sister because 50 cents is taken away whenever he does so.",LEA,Operant Conditioning,"Negative punishment occurs when a behavior decreases or stops because a stimulus is removed following the behavior. In the situation described in this question, the behavior is teasing and the stimulus is a loss of 50 cents, and the boy stopped teasing his sister because 50 cents is taken away whenever he does so.",052,"Negative punishment occurs when a behavior decreases or stops because a stimulus is removed following the behavior, as in the situation where a 12-year-old boy stops teasing his younger sister because his parents subtract 50 cents from his weekly allowance whenever he does so."
Exam 1,Question 128,"When conducting group therapy, you should:",C. discuss the importance of maintaining confidentiality with group members in the initial and subsequent sessions.,"EPPP-P2-ETH-APA Ethics Code Standards 9 & 10-072 Answer C is correct. Confidentiality in group therapy is addressed in Standard 10.03 of the APA Ethics Code and Standard I.44 of the Canadian Code of Ethics. Standard 10.03 states that psychologists should inform group members about ""the roles and responsibilities of all parties and the limits of confidentiality."" Although psychologists cannot ensure the confidentiality of information revealed in group therapy, they can reduce the likelihood that confidential information will be disclosed by educating group members about the importance of maintaining confidentiality and the possible negative consequences of not doing so in the initial session and then reminding them of the need to maintain confidentiality in subsequent sessions.",ETH,APA Ethics Code Standards 9 & 10,"Confidentiality in group therapy is addressed in Standard 10.03 of the APA Ethics Code and Standard I.44 of the Canadian Code of Ethics. Standard 10.03 states that psychologists should inform group members about ""the roles and responsibilities of all parties and the limits of confidentiality."" Although psychologists cannot ensure the confidentiality of information revealed in group therapy, they can reduce the likelihood that confidential information will be disclosed by educating group members about the importance of maintaining confidentiality and the possible negative consequences of not doing so in the initial session and then reminding them of the need to maintain confidentiality in subsequent sessions.",072,"When conducting group therapy, psychologists should discuss the importance of maintaining confidentiality with group members in the initial and subsequent sessions, as stated in the APA Ethics Code and the Canadian Code of Ethics."
Exam 1,Question 129,What is most likely to happen when Behavior A and Behavior B are being reinforced on the same reinforcement schedule and the reinforcement for Behavior A is suddenly stopped?,D. Behavior A will decrease and Behavior B will increase.,"EPPP-P2-LEA-Operant Conditioning-063 Answer D is correct. This question is asking about positive behavioral contrast, which occurs when two behaviors are being reinforced and the reinforcement for one behavior is stopped while reinforcement for the other behavior stays the same. In this situation the behavior that is no longer reinforced will decrease, while the behavior that is still receiving the same amount of reinforcement will increase. Note that behavioral contrast can also be negative: Negative behavioral contrast occurs when two behaviors are being reinforced and the reinforcement for one behavior is increased. In this situation, the behavior that receives more reinforcement will increase, while the behavior that receives the same amount of reinforcement will decrease.",LEA,Operant Conditioning,"This question is asking about positive behavioral contrast, which occurs when two behaviors are being reinforced and the reinforcement for one behavior is stopped while reinforcement for the other behavior stays the same. In this situation the behavior that is no longer reinforced will decrease, while the behavior that is still receiving the same amount of reinforcement will increase. Note that behavioral contrast can also be negative: Negative behavioral contrast occurs when two behaviors are being reinforced and the reinforcement for one behavior is increased. In this situation, the behavior that receives more reinforcement will increase, while the behavior that receives the same amount of reinforcement will decrease.",063,"Positive behavioral contrast occurs when two behaviors are being reinforced and the reinforcement for one behavior is stopped while reinforcement for the other behavior stays the same, resulting in the behavior that is no longer reinforced decreasing and the behavior that is still receiving the same amount of reinforcement increasing."
Exam 1,Question 130,"At a ""big box"" home improvement store, use of a newly developed selection procedure results in a hiring rate for male salespeople of 50%. In this situation, to be consistent with the 80% (four-fifths) rule, the minimum hiring rate for female salespeople when using this procedure should be _____%.",B. 40,"EPPP-P2-ORG-Employee Selection - Evaluation of Techniques-078 Answer B is correct. When using the 80% rule, adverse impact is occurring when the hiring rate for a legally protected group is less than 80% of the hiring rate for the majority group. When the hiring rate for male applicants is 50%, the minimum hiring rate for female applicants is 40% (.50 times .80 = .40).",ORG,Employee Selection - Evaluation of Techniques,"When using the 80% rule, adverse impact is occurring when the hiring rate for a legally protected group is less than 80% of the hiring rate for the majority group. When the hiring rate for male applicants is 50%, the minimum hiring rate for female applicants is 40% (.50 times .80 = .40).",078,"When the hiring rate for male applicants is 50%, the minimum hiring rate for female applicants to be consistent with the 80% (four-fifths) rule is 40%."
Exam 1,Question 131,A therapist instructs a woman who constantly starts arguments with her partner and hates cleaning the house to spend one hour cleaning the house every time she initiates an argument. The therapist is using which of the following techniques?,A. an ordeal,"EPPP-P2-CLI-Family Therapies and Group Therapies-119 Answer A is correct. Ordeals are used by strategic family therapists to reduce or eliminate a client's undesirable behavior by instructing the client to do an unpleasant task whenever he or she engages in that behavior. Ideally, the client will stop engaging in the undesirable behavior in order to avoid doing the unpleasant task.",CLI,Family Therapies and Group Therapies,"Ordeals are used by strategic family therapists to reduce or eliminate a client's undesirable behavior by instructing the client to do an unpleasant task whenever he or she engages in that behavior. Ideally, the client will stop engaging in the undesirable behavior in order to avoid doing the unpleasant task.",119,"The ordeal technique used by strategic family therapists involves instructing the client to do an unpleasant task whenever he or she engages in an undesirable behavior, with the goal of reducing or eliminating that behavior."
Exam 1,Question 132,"Following a traumatic brain injury, a young woman is unable to form new long-term declarative memories. Most likely, the injury affected which of the following areas of her brain?",B. hippocampus,"EPPP-P2-PHY-Brain Regions/Functions - Hindbrain, Midbrain, and Subcortical Forebrain Structures-076 Answer B is correct. The hippocampus is part of the limbic system but is involved more in memory than emotion. One of its functions is to consolidate long-term declarative memories - i.e., to transfer memories related to facts and events from short-term to long-term memory.",PHY,"Brain Regions/Functions - Hindbrain, Midbrain, and Subcortical Forebrain Structures","The hippocampus is part of the limbic system but is involved more in memory than emotion. One of its functions is to consolidate long-term declarative memories - i.e., to transfer memories related to facts and events from short-term to long-term memory.",076,"The hippocampus is involved in consolidating long-term declarative memories, and its injury would likely result in the inability to form new long-term declarative memories, as seen in the young woman with a traumatic brain injury."
Exam 1,Question 133,"A graduate program in clinical psychology requires first-year students to participate in individual therapy. With regard to the requirements of the APA Ethics Code and the Canadian Code of Ethics, this is:",B. acceptable as long as there are no multiple relationships between the students and the therapists.,"EPPP-P2-ETH-APA Ethics Code Standards 7 & 8-163 Answer B is correct. This answer is most consistent with Standard 7.05 of the APA Ethics Code and Standard III.30 of the Canadian Code of Ethics. Standard 7.05(a) states that ""when individual or group therapy is a program or course requirement, psychologists responsible for that program allow students in undergraduate and graduate programs the option of selecting such therapy from practitioners unaffiliated with the program."" And Standard 7.05(b) states that ""faculty who are or are likely to be responsible for evaluating students' academic performance do not themselves provide that therapy."" In other words, when therapy is a program or course requirement, a student's therapist should not have another relationship with the student.",ETH,APA Ethics Code Standards 7 & 8,"This answer is most consistent with Standard 7.05 of the APA Ethics Code and Standard III.30 of the Canadian Code of Ethics. Standard 7.05(a) states that ""when individual or group therapy is a program or course requirement, psychologists responsible for that program allow students in undergraduate and graduate programs the option of selecting such therapy from practitioners unaffiliated with the program."" And Standard 7.05(b) states that ""faculty who are or are likely to be responsible for evaluating students' academic performance do not themselves provide that therapy."" In other words, when therapy is a program or course requirement, a student's therapist should not have another relationship with the student.",163,"A graduate program in clinical psychology requires first-year students to participate in individual therapy, which is acceptable as long as there are no multiple relationships between the students and the therapists according to the APA Ethics Code and the Canadian Code of Ethics."
Exam 1,Question 134,"Smith, Glass, and Miller (1980) conducted a meta-analysis of 475 psychotherapy outcome studies that compared the outcomes of individuals in treatment groups and no-treatment control groups. Their analysis produced an effect size of .85, which means that the average individual who received therapy was ""better off"" than about _____% of individuals who needed therapy but did not receive it.",C. 80,"EPPP-P2-CLI-Prevention, Consultation, and Psychotherapy Research-183 Answer C is correct. The effect size calculated by Smith, Glass, and Miller is a type of standard score that has a mean of 0 and standard deviation of 1.0. This means that an effect size of .85 indicates that the mean score obtained by individuals who received treatment was slightly less than one standard deviation above the mean score obtained by individuals who did not receive treatment. In a normal distribution, 84% of scores fall below the score that is one standard deviation above the mean, so slightly less than 84% of scores fall below a score that is .85 standard deviations above the mean. Therefore, answer C (80%) is the best answer.",CLI,"Prevention, Consultation, and Psychotherapy Research","The effect size calculated by Smith, Glass, and Miller is a type of standard score that has a mean of 0 and standard deviation of 1.0. This means that an effect size of .85 indicates that the mean score obtained by individuals who received treatment was slightly less than one standard deviation above the mean score obtained by individuals who did not receive treatment. In a normal distribution, 84% of scores fall below the score that is one standard deviation above the mean, so slightly less than 84% of scores fall below a score that is .85 standard deviations above the mean. Therefore, answer C (80%) is the best answer.",183,"Smith, Glass, and Miller's (1980) meta-analysis of 475 psychotherapy outcome studies found an effect size of .85, meaning that the average individual who received therapy was better off than about 80% of individuals who needed therapy but did not receive it."
Exam 1,Question 135,"B. F. Skinner (1948) delivered food pellets to pigeons every 15 seconds regardless of their behavior. After a brief period of time, the pigeons began performing unusual behaviors such as bowing, turning, and hopping on one foot. Skinner referred to the pigeons' unusual behaviors as:",B. superstitious behaviors.,EPPP-P2-LEA-Operant Conditioning-074 Answer B is correct. Skinner concluded that noncontingent reinforcement not only accounted for the unusual behaviors of the pigeons but might also explain superstitious behaviors in humans.,LEA,Operant Conditioning,Skinner concluded that noncontingent reinforcement not only accounted for the unusual behaviors of the pigeons but might also explain superstitious behaviors in humans.,074,"B. F. Skinner (1948) referred to the unusual behaviors, such as bowing, turning, and hopping on one foot, exhibited by pigeons who were delivered food pellets every 15 seconds regardless of their behavior as superstitious behaviors."
Exam 1,Question 136,The Introduction and Applicability section of the APA Ethics Code states that APA may take action against a member not only when a complaint has been filed against him or her but also when a member:,B. has been expelled or suspended from an affiliated state psychological association or convicted of a felony.,"EPPP-P2-ETH-APA Ethics Code Overview and Standards 1 & 2-006 Answer B is correct. The Introduction and Applicability section of the APA Ethics Code states that ""APA may take action against a member after his or her conviction of a felony, expulsion or suspension from an affiliated state psychological association, or suspension or loss of licensure."" As noted by C. B. Fisher, the felony conviction does not have to be related to activities the member performed in his or her role as a psychologist (Decoding the Ethics Code, Thousand Oaks, CA, SAGE Publications, 2017).",ETH,APA Ethics Code Overview and Standards 1 & 2,"The Introduction and Applicability section of the APA Ethics Code states that ""APA may take action against a member after his or her conviction of a felony, expulsion or suspension from an affiliated state psychological association, or suspension or loss of licensure."" As noted by C. B. Fisher, the felony conviction does not have to be related to activities the member performed in his or her role as a psychologist (Decoding the Ethics Code, Thousand Oaks, CA, SAGE Publications, 2017).",006,The APA Ethics Code states that APA may take action against a member who has been expelled or suspended from an affiliated state psychological association or convicted of a felony.
Exam 1,Question 137,The research has found that early physical and sexual maturation during adolescence is associated with:,B. better outcomes for adolescent boys than for adolescent girls.,"EPPP-P2-LIF-Physical Development-084 Answer B is correct. Early physical and sexual maturation has both positive and negative effects for adolescent boys and girls but, overall, early maturation is associated with more positive outcomes for boys (e.g., greater self-confidence and acceptance by peers) and more negative outcomes for girls (e.g., poor self-concept and an increased risk for depression, an eating disorder, and substance use).",LIF,Physical Development,"Early physical and sexual maturation has both positive and negative effects for adolescent boys and girls but, overall, early maturation is associated with more positive outcomes for boys (e.g., greater self-confidence and acceptance by peers) and more negative outcomes for girls (e.g., poor self-concept and an increased risk for depression, an eating disorder, and substance use).",084,Early physical and sexual maturation during adolescence is associated with better outcomes for adolescent boys than for adolescent girls.
Exam 1,Question 138,Which of the following interventions is used to prevent the intellectual disabilities caused by phenylketonuria (PKU)?,A. a special diet,EPPP-P2-LIFE-Early Influences on Development - Prenatal Development-051 Answer A is correct. PKU is a recessive gene disorder that causes a lack of the enzyme needed to metabolize phenylalanine. A phenylalanine-restricted diet helps prevent the intellectual and social deficits associated with this disorder.,LIFE,Early Influences on Development - Prenatal Development,PKU is a recessive gene disorder that causes a lack of the enzyme needed to metabolize phenylalanine. A phenylalanine-restricted diet helps prevent the intellectual and social deficits associated with this disorder.,051,A special diet is used to prevent the intellectual disabilities caused by phenylketonuria (PKU).
Exam 1,Question 139,"Just before you fall asleep, you hear a loud noise in your backyard that scares you, and you immediately jump out of bed, go to the back door, and turn on the outside light. When you look out the window, you find that it's just a raccoon that knocked over the garbage can and you begin to calm down. Which of the following is responsible for returning your body to a calm state?",D. parasympathetic nervous system,"EPPP-P2-PHY-Nervous System, Neurons, and Neurotransmitters-032 Answer D is correct. The parasympathetic nervous system is one of the branches of the autonomic nervous system. It's responsible for maintaining normal bodily functions and returning the body to a calm state after a fear reaction.",PHY,"Nervous System, Neurons, and Neurotransmitters",The parasympathetic nervous system is one of the branches of the autonomic nervous system. It's responsible for maintaining normal bodily functions and returning the body to a calm state after a fear reaction.,032,The parasympathetic nervous system is responsible for returning the body to a calm state after a fear reaction.
Exam 1,Question 140,Infants less than three months of age usually begin a sleep period with:,B. REM sleep.,"EPPP-P2-PHY-Memory and Sleep-166 Answer B is correct. Prior to about three months of age, infants usually begin a sleep period with REM sleep, which is followed by NREM sleep. This sequence reverses at about three months of age and the four stages of NREM sleep become apparent by about six months of age.",PHY,Memory and Sleep,"Prior to about three months of age, infants usually begin a sleep period with REM sleep, which is followed by NREM sleep. This sequence reverses at about three months of age and the four stages of NREM sleep become apparent by about six months of age.",166,Infants less than three months of age usually begin a sleep period with REM sleep.
Exam 1,Question 141,"Marsha comes to her first therapy session 10 minutes late. She's disheveled, seems very nervous, and says she doesn't ""really want to be here"" but her roommate insisted it was a good idea. When you begin taking notes, Marsha says she doesn't want you to keep a record of her sessions. As an ethical psychologist, you should:",C. discuss her concerns and tell her that you need to keep a record of her sessions and explain your reasons for doing so.,"EPPP-P2-ETH-APA Ethics Code Standards 5 & 6-127 Answer C is correct. Standard 6.01 of the APA Ethics Code, APA's Record Keeping Guidelines, and Standard II.21 of the Canadian Code of Ethics require psychologists to create and maintain adequate records. Of the answers given, this is the best one because it includes discussing the client's concerns and informing her of the reasons why record keeping is necessary.",ETH,APA Ethics Code Standards 5 & 6,"Standard 6.01 of the APA Ethics Code, APA's Record Keeping Guidelines, and Standard II.21 of the Canadian Code of Ethics require psychologists to create and maintain adequate records. Of the answers given, this is the best one because it includes discussing the client's concerns and informing her of the reasons why record keeping is necessary.",127,"As an ethical psychologist, you should discuss the client's concerns and tell her that you need to keep a record of her sessions and explain your reasons for doing so."
Exam 1,Question 142,"A(n) __________ therapist is most likely to agree that helping a client achieve awareness of his/her thoughts, feelings, and behaviors in the here-and-now is a primary goal of therapy.",D. Gestalt,"EPPP-P2-CLI-Psychodynamic and Humanistic Therapies-031 Answer D is correct. Gestalt therapy is based on the assumption that awareness of one's thoughts, feelings, and behaviors in the present is a curative factor that enables a person to make better choices, satisfy his/her needs, and become a unified whole.",CLI,Psychodynamic and Humanistic Therapies,"Gestalt therapy is based on the assumption that awareness of one's thoughts, feelings, and behaviors in the present is a curative factor that enables a person to make better choices, satisfy his/her needs, and become a unified whole.",031,"Gestalt therapy is most likely to agree that helping a client achieve awareness of his/her thoughts, feelings, and behaviors in the here-and-now is a primary goal of therapy."
Exam 1,Question 143,A psychologist is developing a selection test for a large manufacturing company that will be used to predict the job performance ratings of maintenance technicians six months after they're hired. The test developer will be most interested in ensuring that the test has adequate:,D. criterion-related validity.,"EPPP-P2-ORG-Employee Selection - Evaluation of Techniques-067 Answer D is correct. Criterion-related validity refers to the degree to which scores on the predictor (selection test) correlate with scores on a criterion (measure of job performance). Before using a predictor to estimate scores on a criterion, it's important to determine if the predictor has adequate criterion-related validity.",ORG,Employee Selection - Evaluation of Techniques,"Criterion-related validity refers to the degree to which scores on the predictor (selection test) correlate with scores on a criterion (measure of job performance). Before using a predictor to estimate scores on a criterion, it's important to determine if the predictor has adequate criterion-related validity.",067,A psychologist developing a selection test for a large manufacturing company to predict the job performance ratings of maintenance technicians six months after hire will be most interested in ensuring the test has adequate criterion-related validity.
Exam 1,Question 144,"To estimate the effect of shortening or lengthening a test on the test's reliability coefficient, you would use which of the following?",C. Spearman-Brown formula,EPPP-P2-TES-Item Analysis and Test Reliability-027 Answer C is correct. The Spearman-Brown formula is also known as the Spearman-Brown prophecy formula and is used to estimate the effect of adding or subtracting items to a test on the test's reliability coefficient.,TES,Item Analysis and Test Reliability,The Spearman-Brown formula is also known as the Spearman-Brown prophecy formula and is used to estimate the effect of adding or subtracting items to a test on the test's reliability coefficient.,027,The Spearman-Brown formula is used to estimate the effect of adding or subtracting items on a test's reliability coefficient.
Exam 1,Question 145,Which of the following terms is used to describe the tendency of children and adolescents to seek experiences that reinforce their genetic predispositions?,D. niche-picking,"EPPP-P2-LIF-Early Influences on Development - Nature vs. Nurture-029 Answer D is correct. S. Scarr and K. McCartney described three types of genetic-environment interactions. One of these is niche-picking, which refers to the tendency of children and adolescents to seek experiences and environments that complement and reinforce their genetic predispositions (How people make their own environments: A theory of genotype-environment effects, Child Development, 54, 424-435, 1983).",LIF,Early Influences on Development - Nature vs. Nurture,"S. Scarr and K. McCartney described three types of genetic-environment interactions. One of these is niche-picking, which refers to the tendency of children and adolescents to seek experiences and environments that complement and reinforce their genetic predispositions (How people make their own environments: A theory of genotype-environment effects, Child Development, 54, 424-435, 1983).",029,Niche-picking refers to the tendency of children and adolescents to seek experiences and environments that complement and reinforce their genetic predispositions.
Exam 1,Question 146,"To serve as an expert witness in a court case, a psychologist must be:",B. determined to be qualified to do so by the judge.,"EPPP-P2-ETH-Professional Issues-219 Answer B is correct. When an attorney representing the plaintiff or defendant in a court case wants a psychologist to provide expert testimony, the judge decides whether or not to allow that testimony. The judge's decision is based on consideration of the relevance of the psychologist's knowledge, skills, experience, training, and education.",ETH,Professional Issues,"When an attorney representing the plaintiff or defendant in a court case wants a psychologist to provide expert testimony, the judge decides whether or not to allow that testimony. The judge's decision is based on consideration of the relevance of the psychologist's knowledge, skills, experience, training, and education.",219,"To serve as an expert witness in a court case, a psychologist must be determined qualified to do so by the judge."
Exam 1,Question 147,Which of the following has NOT been identified as an explanation for bystander apathy?,A. social loafing,"EPPP-P2-SOC-Prosocial Behavior and Prejudice/Discrimination-135 Answer A is correct. Social loafing occurs when members of a group exert less effort when working on a task than they would have exerted when working alone. Unlike pluralistic ignorance, evaluation apprehension, and diffusion of responsibility, social loafing has not been used to explain bystander apathy.",SOC,Prosocial Behavior and Prejudice/Discrimination,"Social loafing occurs when members of a group exert less effort when working on a task than they would have exerted when working alone. Unlike pluralistic ignorance, evaluation apprehension, and diffusion of responsibility, social loafing has not been used to explain bystander apathy.",135,"Social loafing has not been identified as an explanation for bystander apathy, unlike pluralistic ignorance, evaluation apprehension, and diffusion of responsibility."
Exam 1,Question 148,The dopamine hypothesis attributes __________ to elevated levels of or oversensitivity to dopamine in certain areas of the brain.,B. schizophrenia,"EPPP-P2-PHY-Nervous System, Neurons, and Neurotransmitters-010 Answer B is correct. The dopamine hypothesis predicts that excessive dopamine activity in the mesolimbic pathways of the brain are responsible for the positive symptoms of schizophrenia.",PHY,"Nervous System, Neurons, and Neurotransmitters",The dopamine hypothesis predicts that excessive dopamine activity in the mesolimbic pathways of the brain are responsible for the positive symptoms of schizophrenia.,010,The dopamine hypothesis attributes schizophrenia to elevated levels of or oversensitivity to dopamine in certain areas of the brain.
Exam 1,Question 149,"During Dr. Walter's first therapy session with a single mother and her 11-year-old son, the mother says that, since she and her husband divorced six months ago, her son has been hostile and stubborn, doesn't listen to her, and is always getting into trouble at home and at school. Dr. Walter tells the mother to imagine that these problems disappear while she's sleeping that night. He then asks her, ""When you wake up tomorrow morning, how will you know that a miracle has happened and that things have changed?"" Based on this information, you can conclude that Dr. Walter is a practitioner of which of the following?",D. solution-focused therapy,"EPPP-P2-CLI-Brief Therapies-075 Answer D is correct. Dr. Walter has asked his client the ""miracle question,"" which is one of the questions solution-focused therapists ask clients to help them identify solutions to their problems and goals for therapy.",CLI,Brief Therapies,"Dr. Walter has asked his client the ""miracle question,"" which is one of the questions solution-focused therapists ask clients to help them identify solutions to their problems and goals for therapy.",075,"Dr. Walter, a practitioner of solution-focused therapy, asks the ""miracle question"" to help his client identify solutions to their problems and goals for therapy."
Exam 1,Question 150,Tajfel and Turner's (1986) social identity theory proposes that prejudice and discrimination are attributable to:,C. a natural tendency to categorize people into groups.,"EPPP-P2-SOC-Prosocial Behavior and Prejudice/Discrimination-143 Answer C is correct. Tajfel and Turner's social identity theory is based on the assumption that people have a natural tendency to categorize people into groups, to identify with one or more groups, and to favor in-groups and disparage out-groups.",SOC,Prosocial Behavior and Prejudice/Discrimination,"Tajfel and Turner's social identity theory is based on the assumption that people have a natural tendency to categorize people into groups, to identify with one or more groups, and to favor in-groups and disparage out-groups.",143,Tajfel and Turner's social identity theory proposes that prejudice and discrimination are attributable to a natural tendency to categorize people into groups.
Exam 1,Question 151,"Dr. Frank, an organizational psychologist, is hired by a company to develop new performance appraisal measures for maintenance technicians. Dr. Frank's initial step in developing these measures will be to conduct a:",C. job analysis.,EPPP-P2-ORG-Job Analysis and Performance Assessment-001 Answer C is correct. The first step in developing a new performance appraisal measure is to conduct a job analysis to identify the knowledge and skills that are required to perform the job successfully.,ORG,Job Analysis and Performance Assessment,The first step in developing a new performance appraisal measure is to conduct a job analysis to identify the knowledge and skills that are required to perform the job successfully.,001,The first step in developing a new performance appraisal measure is to conduct a job analysis to identify the knowledge and skills required to perform the job successfully.
Exam 1,Question 152,Electrical stimulation of a person's ascending reticular activating system will have which of the following effects?,A. A sleeping person will wake up and an awake person will become more alert.,"EPPP-P2-PHY-Brain Regions/Functions - Hindbrain, Midbrain, and Subcortical Forebrain Structures-043 Answer A is correct. The ascending reticular activating system (ARAS) is involved in arousal and the regulation of the sleep-wake cycle. Direct electrical stimulation of the ARAS or stimulation by sensory input can awaken a sleeping person and cause an awake person to become more alert.",PHY,"Brain Regions/Functions - Hindbrain, Midbrain, and Subcortical Forebrain Structures",The ascending reticular activating system (ARAS) is involved in arousal and the regulation of the sleep-wake cycle. Direct electrical stimulation of the ARAS or stimulation by sensory input can awaken a sleeping person and cause an awake person to become more alert.,043,Electrical stimulation of a person's ascending reticular activating system will wake up a sleeping person and cause an awake person to become more alert.
Exam 1,Question 153,A White adult in Helms's __________ stage of White identity development recognizes his/her own racist views and justifies them by adopting beliefs that support White superiority and minority inferiority.,A. reintegration,"EPPP-P2-CLI-Cross-Cultural Issues - Identity Development Models-223 Answer A is correct. Helms's White racial identity development model distinguishes between six stages: contact, disintegration, reintegration, pseudo-independence, immersion/emersion, and autonomy. A person in the reintegration stage deals with the feelings of guilt and confusion about race that characterize the previous disintegration stage by adopting beliefs that support White superiority and minority inferiority.",CLI,Cross-Cultural Issues - Identity Development Models,"Helms's White racial identity development model distinguishes between six stages: contact, disintegration, reintegration, pseudo-independence, immersion/emersion, and autonomy. A person in the reintegration stage deals with the feelings of guilt and confusion about race that characterize the previous disintegration stage by adopting beliefs that support White superiority and minority inferiority.",223,A White adult in Helms's reintegration stage of White identity development recognizes their own racist views and justifies them by adopting beliefs that support White superiority and minority inferiority.
